x-ray and chest,x-ray and brain,x-ray and abdominal,x-ray and coronal,x-ray and artery,x-ray and lobe,x-ray and tumor,x-ray and liver
"chest x-ray, erect, pa view demonstrates a right-sided upper paramediastinal soft opacity, with a smooth convex outline, up to the right hilum (red arrow). both the hila appear normal. the rest of the lung fields and bony thorax appear normal. both the costophrenic angles and domes of diaphragm appear normal",,,,,,,
chest x-ray revealing bilateral perihilar air space opacity. tiny right pleural effusion with thickening or fluid within the fissures.,,,,,,,
figure 2 shows chest x-ray demonstration of both the old epicardial dual pacing leads and new transatrial endocardial screw-in leads; the pulsegenerator is located in the subxiphoid epigastric subcutaneous pocket.,,,,,,,
chest x-ray showing left hemithorax opacification.,,,,,,,
chest x-ray posteroanterior view showing left-sided cardiomegaly,,,,,,,
,,supine abdomen x-ray showed small bowel dilatation and ectopic lower abdominal position of gastric band.,,,,,
antero posterior chest x-ray showing gas-filled bowel loops on right hemithorax,,,,,,,
chest x-ray showing centrally pronounced bilateral pulmonary infiltrates with ground-glass opacities.,,,,,,,
six months follow-up chest x-ray showing nearly normal size of heart.,,,,,,,
the chest x-ray on admission. pa view,,,,,,,
chest x-ray showing the position of the occluder after occlusion of the sinus of valsalva-right ventricle fistula (arrow),,,,,,,
,,abdominal x-ray performed after contrast-enhanced ct on admission shows leakage of contrast material from the ureteropelvic junctions bilaterally.,,,,,
normal chest x-ray: done before surgery,,,,,,,
"x-ray of chest showing resolution of the previously seen mediastinal mass, except for a small left parahilar opacity.",,,,,,,
chest x-ray showing multiple masses in the lung (arrows).,,,,,,,
"postoperative chest x-ray ap view, after tracheostomy, on spontaneous breathing showing, left lung collapse",,,,,,,
chest x-ray after postoperative 3 months.,,,,,,,
pre-repair chest x-ray after admission showing diffuse bilateral white-out of lung fields and veno-arterial ecmo cannulae in position,,,,,,,
"chest x-ray on the second postoperative day showing an elevation of the right hemidiaphragm, associated with a basal atelectasis of the right lower lobe and a pleural effusion, but no pneumothorax.",,,,,,,
pa chest x-ray 4 weeks after starting prednisone showing significant improvement with some persistent airspace consolidation within the left upper lobe anteriorly.,,,,,,,
chest x-ray showing severe pulmonary edema.,,,,,,,
"a chest x-ray study on the second day in hospital revealed right upper lobe atelectasis, bilateral mediastinal emphysema, and subcutaneous emphysema.",,,,,,,
a chest x-ray scan showing bilateral diffuse acute distress respiratory syndrome at intensive care unit admission,,,,,,,
"x-ray on postoperative day 1 after extubation. the patient was extubated on postoperative day 1 as he met extubation criteria. shown is the x-ay after extubation, indicating that the bilateral pneumothoraces had increased despite bilateral chest tubes.",,,,,,,
chest x-ray – chest x-ray – anterior-posterior view of the patient showing air and fluid around the heart.,,,,,,,
postoperative x-ray chest ap view. near total haziness in right lung field,,,,,,,
chest x-ray in supine position showing complete opacification of the right hemithorax with consolidation in the left lower lobe.,,,,,,,
chest x-ray after tracheotomy.,,,,,,,
initial chest x-ray.,,,,,,,
chest x-ray showing right middle lobe opacity (arrow).,,,,,,,
chest x-ray ll showing the radioopaque iud in the right subdiaphragmal region.,,,,,,,
"illustrates the plain chest x-ray films which revealed a diffuse symmetric dense, micronodular (“sand-storm”) pattern mainly on the left side",,,,,,,
"corrected icd in 69-year-old female seen in figure 11. chest x-ray ap view shows distal shock coil originally placed in the right ventricular outflow tract, but was later repositioned to achieve better defibrillation threshold. shock coils are correctly placed at the superior vena cava (white arrow) and the right ventricle apex (black arrowhead). a left ventricle lead via the coronary sinus has been placed in the interval (white arrowhead).",,,,,,,
chest x-ray of case 1 showing bilateral diffuse alveolar infiltrates (on the 12th day of hospitalisation).,,,,,,,
erect chest x-ray a few hours later demonstrated contrast medium extravasation accompanied with large pleural effusion.,,,,,,,
,,abdominal x-ray film in erythromycin group on 1st postoperative day. there are 57 kolomarks in stomach.,,,,,
preoperative chest x-ray pa view with foreign body in situ,,,,,,,
chest x-ray of a 28-year old man with thalassemia intermedia who was receiving hydroxyurea; rib widening and coarse trabeculation are evident.,,,,,,,
,,a plain abdominal x-ray showing the colonic dilatation with a cutoff at the rectum.,,,,,
chest x-ray shows a large left-sided mass density with obvious mediastinal shift including trachea and heart displacement.,,,,,,,
the preoperative chest pa x-ray shows no abnormal findings in the lung.,,,,,,,
chest x-ray showing pulmonary congestion.,,,,,,,
chest x-ray showing miliary koch's infiltration with rickets-like changes in the bony thorax,,,,,,,
radiographic image of the adult bochdalek hernia after operation. chest x-ray showed no recurrence,,,,,,,
chest-x-ray showing the metallic cannula within the trachea,,,,,,,
chest x-rays showing recovery after six months follow-up,,,,,,,
chest x-ray on postoperative day 1 showing complete resolution of pulmonary edema,,,,,,,
chest x-ray (postero-anterior view) showing bilateral mild pleural effusion,,,,,,,
chest x-ray does not reveal any abnormality,,,,,,,
chest x-ray showing fluid pleural effusion (hemothorax at puncture): complication of sequestration,,,,,,,
chest x-ray showed total opacification of right hemithorax.,,,,,,,
chest x-ray pa – follow-up examination performed after 10 days of treatment – consolidation of pulmonary infiltrates.,,,,,,,
chest x-ray after repositioning of the heart,,,,,,,
chest x-ray showing bilateral pleural effusion,,,,,,,
chest x-ray.,,,,,,,
"the chest x-ray, showing a large mass projecting over the right lung field.",,,,,,,
chest x-ray with posteroanterior (pa) view showing the lateral border of the right atrium in the 4th intercostal space. the intercostal space for access to the pleural cavity was decided on the basis of the anterior intercostal space overlying the lateral border of the right atrium.,,,,,,,
chest x-ray of patient showing bilateral lower lobe pulmonary infiltration with right-sided pleural effusion.,,,,,,,
"chest x-ray demonstrating diffuse subcutaneous emphysema, pneumomediastinum, and subdiaphragmatic free air.",,,,,,,
chest x-ray was taken with abdominal shield. there was a huge mass occupying the left chest; trachea is deviated to the right. the mass caused loss of volume in left lung and elevated left hemidiaphragm.,,,,,,,
chest x-ray six hours postoperatively,,,,,,,
chest x-ray shows left mediastinal mass.,,,,,,,
"chest x-ray taken 7 years earlier showing parenchymal destruction, fibrotic lesions, and bullous changes in the right upper lung field caused by a previous episode of pulmonary tuberculosis.",,,,,,,
,,"a plain abdominal x-ray film. six weeks postoperatively, a plain abdominal x-ray confirmed stone-free status and the presence of a covered stent graft in the anatomic location corresponding to the left kidney (arrow).",,,,,
chest x-ray of a left lung transplant recipient who underwent transplantation because of copd.,,,,,,,
postoperative chest x-ray showing resected ribs on the right side and intercostal drainage tubes on both sides of the chest,,,,,,,
,,abdominal x-ray image; eventration of the right diaphragm and a diaphragmatic hernia.,,,,,
chest x-ray illustrating the cardiomegaly and the broadened spatulate ribs at the age of 9months,,,,,,,
"after anti-tuberculosis medication, chest x-ray showed improvement.",,,,,,,
chest x-ray. tiny calcified nodules are visible on lung fields (white arrows). a coarse calcification of the heart cyst is projected at the heart base (thick black arrows). a calcified mass is also identified at the liver (thin black arrows).,,,,,,,
chest x-ray.,,,,,,,
"chest x-ray demonstrating cardiomegaly, pleural effusions, and pulmonary vascular congestion.",,,,,,,
chest x-ray after insertion of chest tube.,,,,,,,
chest x-ray showing abnormal u-shape course of central venous catheter,,,,,,,
standard chest x-ray on admission.,,,,,,,
"upright portable chest x-ray without evidence of pneumoperitoneum, effusions or infiltrates.",,,,,,,
chest x-ray showing hyperlucency on the right side,,,,,,,
,,portable abdominal x-ray showing retroperitoneal and intraperitoneal-free air.,,,,,
"chest x-ray showed a right lung infiltrate and moderate right pleural effusion, small left pleural effusion, bilateral small irregular opacities, and pleural thickening.",,,,,,,
chest x-ray showing final position of pacemaker and leads.,,,,,,,
chest x-ray posteroanterior view showing cardiomegaly,,,,,,,
"chest x-ray shows hydroaeric level in the right hemithorax, suggesting state after pneumonectomy.",,,,,,,
chest x-ray shows a well-delineated mass (arrow) in the right middle mediastinum.,,,,,,,
,,plain abdominal x-ray showing an obstruction and dilated intestinal loops. arrow indicates gallstone or possibly the apricot shell.,,,,,
"anterior–posterior chest x-ray obtained after intubation demonstrating bowel loops and a coiled nasogastric tube within the stomach, above the diaphragm and a coiled nasogastric tube above the diaphragm.",,,,,,,
x-ray chest pa view showing patchy infiltration in both the upper zones with pneumopericardium,,,,,,,
comparison of the lateral offset of the gleno-humeral joint between involved (right) and healthy (left) side on a chest x-ray. figures were calculated using a measuring tool and do not have a metric unit correlation,,,,,,,
chest x-ray with bilateral chest infiltration in a 9-month-old child.,,,,,,,
,,abdominal x-ray showing postpyloric feeding tube in case of ileus,,,,,
the chest x-ray in posteroanterior view showed cardiothoracic ratio of 0.6 and patchy infiltration mainly involving the left upper zone and right lower zone,,,,,,,
chest x-ray showing pneumomediastinum and pneumothorax,,,,,,,
chest x-ray shows significant right pleural effusion.,,,,,,,
preoperative chest x-ray showing the automatic implantable cardioverter defibrillator in situ. thick radiopaque shock coil seen in the right ventricle,,,,,,,
,,the plain abdominal x-ray. it was consistent with intestinal obstruction.,,,,,
chest x-ray showing misplaced guide wire,,,,,,,
x-ray chest postero-anterior view showing no evidence of tuberculosis,,,,,,,
chest x-ray showing bilateral pleural effusion and pulmonary venous congestion.,,,,,,,
distant metastasis-pa chest x-ray showing extensive cannon ball metastasis of the lungs.,,,,,,,
"chest x-ray showing markedly dense bones with diffuse sclerosis and irregular nodular thickening, multiple healed rib fractures, and evidence of prior open reduction internal fixation of the left mid-humerus.",,,,,,,
severe hypoxia requiring noninvasive ventilation is not explained by this relatively normal chest x-ray.,,,,,,,
"pinched lead and “incomplete” lead fracture. 84-year-old female with a malfunctioning dual-chamber pacemaker. chest x-ray pa view shows pacemaker malfunction is due to pinching of lead wire by the clavicle (white arrowhead). the relative thinning of caliber of the other lead (white arrow) simulates an incomplete fracture, but is in fact caused by the tie-down, which affixes the lead to the chest wall.",,,,,,,
